CODIGO_DE_LA_INSTITUCION,IES_PADRE,INSTITUCION_DE_EDUCACION_SUPERIOR_IES,PRINCIPAL_O_SECCIONAL,ID_SECTOR_IES,SECTOR_IES,ID_CARACTER,CARACTER_IES,CODIGO_DEL_DEPARTAMENTO_IES,DEPARTAMENTO_DE_DOMICILIO_DE_LA_IES,CODIGO_DEL_MUNICIPIO,MUNICIPIO_DE_DOMICILIO_DE_LA_IES,CODIGO_SNIES_PROGRAMA,PROGRAMA_ACADEMICO,ID_NIVEL_ACADEMICO,NIVEL_ACADEMICO,ID_NIVEL_DE_FORMACION,NIVEL_DE_FORMACION,ID_METODOLOGIA,METODOLOGIA,ID_AREA,AREA_DE_CONOCIMIENTO,ID_NUCLEO,NUCLEO_BASICO_DEL_CONOCIMIENTO_NBC,CODIGO_DEL_DEPARTAMENTO_PROGRAMA,DEPARTAMENTO_DE_OFERTA_DEL_PROGRAMA,CODIGO_DEL_MUNICIPIO_PROGRAMA,MUNICIPIO_DE_OFERTA_DEL_PROGRAMA,ID_SEXO,SEXO,ANO,SEMESTRE,GRADUADOS
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,1,INGENIERIA AGRONOMICA,1,PREGRADO,6,Universitaria,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",824,"Ingeniería agronómica, pecuaria y afines",11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,1,16
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,1,INGENIERIA AGRONOMICA,1,PREGRADO,6,Universitaria,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",824,"Ingeniería agronómica, pecuaria y afines",11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,2,35
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,1,INGENIERIA AGRONOMICA,1,PREGRADO,6,Universitaria,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",824,"Ingeniería agronómica, pecuaria y afines",11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,1,17
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,1,INGENIERIA AGRONOMICA,1,PREGRADO,6,Universitaria,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",824,"Ingeniería agronómica, pecuaria y afines",11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,2,12
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,2,MEDICINA VETERINARIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",13,Medicina veterinaria,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,1,8
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,2,MEDICINA VETERINARIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",13,Medicina veterinaria,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,2,20
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,2,MEDICINA VETERINARIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",13,Medicina veterinaria,11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,1,17
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,2,MEDICINA VETERINARIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",13,Medicina veterinaria,11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,2,12
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,3,ZOOTECNIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",12,Zootecnia,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,1,7
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,3,ZOOTECNIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",12,Zootecnia,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,2,9
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,3,ZOOTECNIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",12,Zootecnia,11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,1,8
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,3,ZOOTECNIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",12,Zootecnia,11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,2,9
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,4,DISEÑO GRAFICO,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,1,27
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,4,DISEÑO GRAFICO,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,2,8
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,4,DISEÑO GRAFICO,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,1,8
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,4,DISEÑO GRAFICO,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,2,6
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,5,DISEÑO INDUSTRIAL,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,1,15
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,5,DISEÑO INDUSTRIAL,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,2,21
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,5,DISEÑO INDUSTRIAL,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,1,11
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,5,DISEÑO INDUSTRIAL,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,2,14
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,6,CINE Y TELEVISION,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,24,"Artes plásticas, visuales y afines",11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,1,17
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,6,CINE Y TELEVISION,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,24,"Artes plásticas, visuales y afines",11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,2,15
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,6,CINE Y TELEVISION,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,24,"Artes plásticas, visuales y afines",11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,1,6
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,6,CINE Y TELEVISION,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,24,"Artes plásticas, visuales y afines",11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,2,6
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,7,ENFERMERIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,441,Enfermería,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,1,11
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,7,ENFERMERIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,441,Enfermería,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,2,12
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,7,ENFERMERIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,441,Enfermería,11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,1,40
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,7,ENFERMERIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,441,Enfermería,11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,2,29
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,8,FISIOTERAPIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,442,Terapias,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,1,3
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,8,FISIOTERAPIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,442,Terapias,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,2,5
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,8,FISIOTERAPIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,442,Terapias,11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,1,5
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,8,FISIOTERAPIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,442,Terapias,11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,2,19
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,9,MEDICINA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,445,Medicina,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,1,56
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,9,MEDICINA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,445,Medicina,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,2,49
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,9,MEDICINA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,445,Medicina,11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,1,33
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,9,MEDICINA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,445,Medicina,11,BOGOTA D.C,11001,BOGOTA D.C.,2,Mujer,2018,2,45
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,10,NUTRICION Y DIETETICA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,446,Nutrición y dietética,11,BOGOTA D.C,11001,BOGOTA D.C.,1,Hombre,2018,1,9
