CODIGO_DE_LA_INSTITUCION,IES_PADRE,INSTITUCION_DE_EDUCACION_SUPERIOR_IES,PRINCIPAL_O_SECCIONAL,ID_SECTOR_IES,SECTOR_IES,ID_CARACTER,CARACTER_IES,CODIGO_DEL_DEPARTAMENTO_IES,DEPARTAMENTO_DE_DOMICILIO_DE_LA_IES,CODIGO_DEL_MUNICIPIO_IES,MUNICIPIO_DE_DOMICILIO_DE_LA_IES,CODIGO_SNIES_PROGRAMA,PROGRAMA_ACADEMICO,ID_NIVEL_ACADEMICO,NIVEL_ACADEMICO,ID_NIVEL_DE_FORMACION,NIVEL_DE_FORMACION,ID_METODOLOGIA,METODOLOGIA,ID_AREA,AREA_DE_CONOCIMIENTO,ID_NUCLEO,NUCLEO_BASICO_DEL_CONOCIMIENTO_NBC,CODIGO_DEL_DEPARTAMENTO_PROGRAMA,DEPARTAMENTO_DE_OFERTA_DEL_PROGRAMA,CODIGO_DEL_MUNICIPIO_PROGRAMA,MUNICIPIO_DE_OFERTA_DEL_PROGRAMA,ID_SEXO,SEXO,ANO,SEMESTRE,MATRICULADOS_2018
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,10798,"LICENCIATURA EN FILOSOFIA, ETICA Y VALORES HUMANOS",1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,52,NARIÑO,52001,PASTO,1,Hombre,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,10798,"LICENCIATURA EN FILOSOFIA, ETICA Y VALORES HUMANOS",1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,54,NORTE DE SANTANDER,54001,CÚCUTA,1,Hombre,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,10798,"LICENCIATURA EN FILOSOFIA, ETICA Y VALORES HUMANOS",1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,54,NORTE DE SANTANDER,54001,CÚCUTA,1,Hombre,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,10798,"LICENCIATURA EN FILOSOFIA, ETICA Y VALORES HUMANOS",1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,68,SANTANDER,68001,BUCARAMANGA,2,Mujer,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,10798,"LICENCIATURA EN FILOSOFIA, ETICA Y VALORES HUMANOS",1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,68,SANTANDER,68001,BUCARAMANGA,2,Mujer,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,10798,"LICENCIATURA EN FILOSOFIA, ETICA Y VALORES HUMANOS",1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,76,VALLE DEL CAUCA,76001,CALI,1,Hombre,2018,1,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,10798,"LICENCIATURA EN FILOSOFIA, ETICA Y VALORES HUMANOS",1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,76,VALLE DEL CAUCA,76001,CALI,1,Hombre,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,10798,"LICENCIATURA EN FILOSOFIA, ETICA Y VALORES HUMANOS",1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,85,CASANARE,85001,YOPAL,1,Hombre,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,10798,"LICENCIATURA EN FILOSOFIA, ETICA Y VALORES HUMANOS",1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,85,CASANARE,85001,YOPAL,1,Hombre,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,10798,"LICENCIATURA EN FILOSOFIA, ETICA Y VALORES HUMANOS",1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,85,CASANARE,85001,YOPAL,2,Mujer,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,10798,"LICENCIATURA EN FILOSOFIA, ETICA Y VALORES HUMANOS",1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,85,CASANARE,85001,YOPAL,2,Mujer,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,5,ANTIOQUIA,5001,MEDELLÍN,1,Hombre,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,5,ANTIOQUIA,5001,MEDELLÍN,2,Mujer,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,5,ANTIOQUIA,5001,MEDELLÍN,2,Mujer,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,8,ATLÁNTICO,8001,BARRANQUILLA,1,Hombre,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,8,ATLÁNTICO,8001,BARRANQUILLA,1,Hombre,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,8,ATLÁNTICO,8001,BARRANQUILLA,2,Mujer,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,11,BOGOTÁ D.C,11001,"BOGOTÁ, D.C.",1,Hombre,2018,1,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,11,BOGOTÁ D.C,11001,"BOGOTÁ, D.C.",1,Hombre,2018,2,3
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,11,BOGOTÁ D.C,11001,"BOGOTÁ, D.C.",2,Mujer,2018,1,13
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,11,BOGOTÁ D.C,11001,"BOGOTÁ, D.C.",2,Mujer,2018,2,11
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,15,BOYACÁ,15176,CHIQUINQUIRÁ,1,Hombre,2018,1,3
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,15,BOYACÁ,15176,CHIQUINQUIRÁ,1,Hombre,2018,2,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,15,BOYACÁ,15176,CHIQUINQUIRÁ,2,Mujer,2018,1,9
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,15,BOYACÁ,15176,CHIQUINQUIRÁ,2,Mujer,2018,2,7
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,17,CALDAS,17001,MANIZALES,2,Mujer,2018,1,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,17,CALDAS,17001,MANIZALES,2,Mujer,2018,2,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,23,CÓRDOBA,23001,MONTERÍA,1,Hombre,2018,1,3
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,23,CÓRDOBA,23001,MONTERÍA,1,Hombre,2018,2,3
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,23,CÓRDOBA,23001,MONTERÍA,2,Mujer,2018,1,6
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,23,CÓRDOBA,23001,MONTERÍA,2,Mujer,2018,2,4
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,25,CUNDINAMARCA,25269,FACATATIVÁ,1,Hombre,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,25,CUNDINAMARCA,25269,FACATATIVÁ,1,Hombre,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,25,CUNDINAMARCA,25269,FACATATIVÁ,2,Mujer,2018,1,3
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,25,CUNDINAMARCA,25269,FACATATIVÁ,2,Mujer,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,41,HUILA,41001,NEIVA,2,Mujer,2018,1,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,41,HUILA,41001,NEIVA,2,Mujer,2018,2,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,50,META,50001,VILLAVICENCIO,2,Mujer,2018,1,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,50,META,50001,VILLAVICENCIO,2,Mujer,2018,2,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,52,NARIÑO,52001,PASTO,1,Hombre,2018,1,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,52,NARIÑO,52001,PASTO,1,Hombre,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,54,NORTE DE SANTANDER,54001,CÚCUTA,1,Hombre,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,54,NORTE DE SANTANDER,54001,CÚCUTA,1,Hombre,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,54,NORTE DE SANTANDER,54001,CÚCUTA,2,Mujer,2018,1,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,54,NORTE DE SANTANDER,54498,OCAÑA,1,Hombre,2018,1,4
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,54,NORTE DE SANTANDER,54498,OCAÑA,1,Hombre,2018,2,4
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,54,NORTE DE SANTANDER,54498,OCAÑA,2,Mujer,2018,1,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,63,QUINDÍO,63001,ARMENIA,2,Mujer,2018,1,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,63,QUINDÍO,63001,ARMENIA,2,Mujer,2018,2,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,68,SANTANDER,68001,BUCARAMANGA,1,Hombre,2018,1,3
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,68,SANTANDER,68001,BUCARAMANGA,1,Hombre,2018,2,3
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,68,SANTANDER,68001,BUCARAMANGA,2,Mujer,2018,1,3
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,68,SANTANDER,68001,BUCARAMANGA,2,Mujer,2018,2,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,68,SANTANDER,68081,BARRANCABERMEJA,2,Mujer,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,68,SANTANDER,68081,BARRANCABERMEJA,2,Mujer,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,70,SUCRE,70001,SINCELEJO,1,Hombre,2018,1,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,70,SUCRE,70001,SINCELEJO,1,Hombre,2018,2,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,70,SUCRE,70001,SINCELEJO,2,Mujer,2018,1,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,70,SUCRE,70001,SINCELEJO,2,Mujer,2018,2,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,73,TOLIMA,73001,IBAGUÉ,1,Hombre,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,73,TOLIMA,73001,IBAGUÉ,1,Hombre,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,76,VALLE DEL CAUCA,76001,CALI,1,Hombre,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,76,VALLE DEL CAUCA,76001,CALI,1,Hombre,2018,2,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,76,VALLE DEL CAUCA,76001,CALI,2,Mujer,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,76,VALLE DEL CAUCA,76001,CALI,2,Mujer,2018,2,2
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,81,ARAUCA,81001,ARAUCA,1,Hombre,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12092,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,85,CASANARE,85001,YOPAL,1,Hombre,2018,1,1
1704,1704,UNIVERSIDAD SANTO TOMAS,Principal,2,PRIVADA,4,Universidad,11,BOGOTA D.C,11001,BOGOTA D.C.,12093,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA,1,PREGRADO,6,Universitaria,2,Distancia (tradicional),3,Ciencias de la educación,313,Educación,11,BOGOTÁ D.C,11001,"BOGOTÁ, D.C.",1,Hombre,2018,1,3
