CODIGO_DE_LA_INSTITUCION,IES_PADRE,INSTITUCION_DE_EDUCACION_SUPERIOR_IES,PRINCIPAL_O_SECCIONAL,ID_SECTOR_IES,SECTOR_IES,ID_CARACTER,CARACTER_IES,CODIGO_DEL_DEPARTAMENTO_IES,DEPARTAMENTO_DE_DOMICILIO_DE_LA_IES,CODIGO_DEL_MUNICIPIO,MUNICIPIO_DE_DOMICILIO_DE_LA_IES,CODIGO_SNIES_PROGRAMA,PROGRAMA_ACADEMICO,ID_NIVEL_ACADEMICO,NIVEL_ACADEMICO,ID_NIVEL_DE_FORMACION,NIVEL_DE_FORMACION,ID_METODOLOGIA,METODOLOGIA,ID_AREA,AREA_DE_CONOCIMIENTO,ID_NUCLEO,NUCLEO_BASICO_DEL_CONOCIMIENTO_NBC,ID_CINE_CAMPO_AMPLIO,DESC_CINE_CAMPO_AMPLIO,ID_CINE_CAMPO_ESPECIFICO,DESC_CINE_CAMPO_ESPECIFICO,ID_CINE_CODIGO_DETALLADO,DESC_CINE_CODIGO_DETALLADO,CODIGO_DEL_DEPARTAMENTO_PROGRAMA,DEPARTAMENTO_DE_OFERTA_DEL_PROGRAMA,CODIGO_DEL_MUNICIPIO_PROGRAMA,MUNICIPIO_DE_OFERTA_DEL_PROGRAMA,ID_SEXO,SEXO,ANO,SEMESTRE,GRADUADOS
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",105377,MAESTRA EN ECONOMÍA DE LA SALUD,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",611,ECONOMÍA,3,"CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,311,ECONOMÍA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,1,1
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",975,ESPECIALIZACION EN NEUMOLOGIA,2,POSGRADO,10,ESPECIALIZACIÓN MÉDICO QUIRÚRGICA,1,PRESENCIAL,4,CIENCIAS DE LA SALUD,445,MEDICINA,9,SALUD Y BIENESTAR,91,SALUD,912,MEDICINA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,1,1
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2688,ESPECIALIZACION EN TELEVISION,2,POSGRADO,1,ESPECIALIZACIÓN UNIVERSITARIA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,557,"COMUNICACIÓN SOCIAL, PERIODISMO Y AFINES",3,"CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",32,PERIODISMO E INFORMACIÓN,321,"PERIODISMO, COMUNICACIÓN Y REPORTAJES",11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,1,5
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",4420,ESPECIALIZACION EN ANALISIS QUIMICO INSTRUMENTAL,2,POSGRADO,1,ESPECIALIZACIÓN UNIVERSITARIA,1,PRESENCIAL,9,MATEMÁTICAS Y CIENCIAS NATURALES,939,QUÍMICA Y AFINES,5,"CIENCIAS NATURALES, MATEMÁTICAS Y ESTADÍSTICA",53,CIENCIAS FÍSICAS,531,QUÍMICA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,1,3
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1028,MAESTRIA EN FILOSOFIA,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,568,"FILOSOFÍA, TEOLOGÍA Y AFINES",2,ARTE Y HUMANIDADES,22,HUMANIDADES (EXCEPTO IDIOMAS),223,FILOSOFÍA Y ÉTICA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,1,2
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",957,TEOLOGIA,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,568,"FILOSOFÍA, TEOLOGÍA Y AFINES",2,ARTE Y HUMANIDADES,22,HUMANIDADES (EXCEPTO IDIOMAS),223,FILOSOFÍA Y ÉTICA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,1,2
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",979,ESPECIALIZACION EN OFTALMOLOGIA,2,POSGRADO,10,ESPECIALIZACIÓN MÉDICO QUIRÚRGICA,1,PRESENCIAL,4,CIENCIAS DE LA SALUD,445,MEDICINA,9,SALUD Y BIENESTAR,91,SALUD,912,MEDICINA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,1,1
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2513,ESPECIALIZACION EN ENDOCRINOLOGIA,2,POSGRADO,10,ESPECIALIZACIÓN MÉDICO QUIRÚRGICA,1,PRESENCIAL,4,CIENCIAS DE LA SALUD,445,MEDICINA,9,SALUD Y BIENESTAR,91,SALUD,912,MEDICINA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,1,1
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",52666,MAESTRÍA EN ESTUDIOS CULTURALES,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,569,"SOCIOLOGÍA, TRABAJO SOCIAL Y AFINES",3,"CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,314,"SOCIOLOGÍA, ANTROPOLOGÍA Y ESTUDIOS CULTURALES",11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,1,1
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",104901,MAESTRÍA EN CREACIÓN AUDIOVISUAL,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,2,BELLAS ARTES,24,"ARTES PLÁSTICAS, VISUALES Y AFINES",2,ARTE Y HUMANIDADES,21,ARTES,211,TÉCNICAS AUDIOVISUALES Y PRODUCCIÓN PARA MEDIOS DE COMUNICACIÓN,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,1,1
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1036,MAESTRIA EN GESTION AMBIENTAL,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,7,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",71,INGENIERÍA Y PROFESIONES AFINES,712,TECNOLOGÍA DE PROTECCIÓN DEL MEDIO AMBIENTE,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,1,1
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",980,ESPECIALIZACION EN ORTODONCIA,2,POSGRADO,1,ESPECIALIZACIÓN UNIVERSITARIA,1,PRESENCIAL,4,CIENCIAS DE LA SALUD,447,ODONTOLOGÍA,9,SALUD Y BIENESTAR,91,SALUD,911,ODONTOLOGÍA Y ESTUDIOS DENTALES,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,1,1
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",983,ESPECIALIZACION EN PATOLOGIA,2,POSGRADO,10,ESPECIALIZACIÓN MÉDICO QUIRÚRGICA,1,PRESENCIAL,4,CIENCIAS DE LA SALUD,445,MEDICINA,9,SALUD Y BIENESTAR,91,SALUD,912,MEDICINA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,1,1
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",53582,MAESTRÍA EN PSICOLOGÍA CLÍNICA,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,559,DERECHO Y AFINES,3,"CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,313,PSICOLOGÍA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,1,1
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",4808,MAESTRIA EN EPIDEMIOLOGIA CLINICA,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,4,CIENCIAS DE LA SALUD,450,SALUD PÚBLICA,9,SALUD Y BIENESTAR,91,SALUD,919,SALUD NO CLASIFICADA EN OTRA PARTE,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,1,1
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",105377,MAESTRA EN ECONOMÍA DE LA SALUD,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",611,ECONOMÍA,3,"CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,311,ECONOMÍA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,1,1
1701,1701,PONTIFICIA UNIVERSIDAD JAVERIANA,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",991,ESPECIALIZACION EN REHABILITACION ORAL,2,POSGRADO,1,ESPECIALIZACIÓN UNIVERSITARIA,1,PRESENCIAL,4,CIENCIAS DE LA SALUD,447,ODONTOLOGÍA,9,SALUD Y BIENESTAR,91,SALUD,911,ODONTOLOGÍA Y ESTUDIOS DENTALES,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,1,1
1722,1722,UNIVERSIDAD DE MANIZALES,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,17,CALDAS,17001,MANIZALES,102257,MAESTRIA EN MERCADEO,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,414,MERCADOTECNIA Y PUBLICIDAD,50,META,50001,VILLAVICENCIO,1,HOMBRE,2019,1,4
1722,1722,UNIVERSIDAD DE MANIZALES,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,17,CALDAS,17001,MANIZALES,11474,MAESTRIA EN EDUCACION Y DESARROLLO HUMANO,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,3,CIENCIAS DE LA EDUCACIÓN,313,EDUCACIÓN,1,EDUCACIÓN,11,EDUCACIÓN,111,CIENCIAS DE LA EDUCACIÓN,5,ANTIOQUIA,5631,SABANETA,2,MUJER,2019,1,26
3718,3718,FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-,PRINCIPAL,2,PRIVADA,2,INSTITUCIÓN TECNOLÓGICA,54,NORTE DE SANTANDER,54001,SAN JOSÉ DE CÚCUTA,53478,TÉCNICA PROFESIONAL EN PROCESOS ADUANEROS,1,PREGRADO,4,FORMACIÓN TÉCNICA PROFESIONAL,2,DISTANCIA (TRADICIONAL),6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,48,PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A ADMINISTRACIÓN DE EMPRESAS Y DERECHO,488,PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A ADMINISTRACIÓN DE EMPRESAS Y DERECHO,54,NORTE DE SANTANDER,54001,SAN JOSÉ DE CÚCUTA,1,HOMBRE,2019,1,1
3718,3718,FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-,PRINCIPAL,2,PRIVADA,2,INSTITUCIÓN TECNOLÓGICA,54,NORTE DE SANTANDER,54001,SAN JOSÉ DE CÚCUTA,102518,ADMINISTRACIÒN DE NEGOCIOS INTERNACIONALES,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,419,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN NO CLASIFICADOS EN OTRA PARTE,54,NORTE DE SANTANDER,54498,OCAÑA,2,MUJER,2019,2,1
3718,3718,FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-,PRINCIPAL,2,PRIVADA,2,INSTITUCIÓN TECNOLÓGICA,54,NORTE DE SANTANDER,54001,SAN JOSÉ DE CÚCUTA,102516,TECNOLOGIA EN GESTION FINANCIERA,1,PREGRADO,5,TECNOLÓGICA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,412,"GESTIÓN FINANCIERA, ADMINISTRACIÓN BANCARIA Y SEGUROS",54,NORTE DE SANTANDER,54498,OCAÑA,2,MUJER,2019,1,2
1118,1118,UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,27,CHOCÓ,27001,QUIBDÓ,101406,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,3,CIENCIAS DE LA EDUCACIÓN,313,EDUCACIÓN,1,EDUCACIÓN,11,EDUCACIÓN,111,CIENCIAS DE LA EDUCACIÓN,27,CHOCÓ,27001,QUIBDÓ,2,MUJER,2019,2,2
1118,1118,UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,27,CHOCÓ,27001,QUIBDÓ,19481,LICENCIATURA EN BIOLOGIA Y QUIMICA,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,3,CIENCIAS DE LA EDUCACIÓN,313,EDUCACIÓN,1,EDUCACIÓN,11,EDUCACIÓN,111,CIENCIAS DE LA EDUCACIÓN,27,CHOCÓ,27001,QUIBDÓ,1,HOMBRE,2019,2,24
1118,1118,UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,27,CHOCÓ,27001,QUIBDÓ,4319,INGENIERIA AMBIENTAL,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,8,"INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES",820,"INGENIERÍA AMBIENTAL, SANITARIA Y AFINES",7,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",71,INGENIERÍA Y PROFESIONES AFINES,719,INGENIERÍA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,27,CHOCÓ,27001,QUIBDÓ,1,HOMBRE,2019,2,3
1118,1118,UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,27,CHOCÓ,27001,QUIBDÓ,8025,ARQUITECTURA,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,8,"INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES",818,ARQUITECTURA,7,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",73,ARQUITECTURA Y CONSTRUCCIÓN,732,CONSTRUCCIÓN E INGENIERÍA CIVIL,27,CHOCÓ,27001,QUIBDÓ,2,MUJER,2019,2,6
1118,1118,UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,27,CHOCÓ,27001,QUIBDÓ,5114,DERECHO,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,559,DERECHO Y AFINES,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,42,DERECHO,421,DERECHO,27,CHOCÓ,27001,QUIBDÓ,1,HOMBRE,2019,1,40
1118,1118,UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,27,CHOCÓ,27001,QUIBDÓ,5114,DERECHO,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,559,DERECHO Y AFINES,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,42,DERECHO,421,DERECHO,27,CHOCÓ,27001,QUIBDÓ,2,MUJER,2019,1,38
1118,1118,UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,27,CHOCÓ,27001,QUIBDÓ,1667,ADMINISTRACION DE EMPRESAS,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,413,GESTIÓN Y ADMINISTRACIÓN,27,CHOCÓ,27001,QUIBDÓ,2,MUJER,2019,1,2
1118,1118,UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,27,CHOCÓ,27001,QUIBDÓ,12426,CONTADURIA PUBLICA,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",612,CONTADURÍA PÚBLICA,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,411,CONTABILIDAD E IMPUESTOS,27,CHOCÓ,27001,QUIBDÓ,2,MUJER,2019,1,3
1118,1118,UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,27,CHOCÓ,27001,QUIBDÓ,8025,ARQUITECTURA,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,8,"INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES",818,ARQUITECTURA,7,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",73,ARQUITECTURA Y CONSTRUCCIÓN,732,CONSTRUCCIÓN E INGENIERÍA CIVIL,27,CHOCÓ,27001,QUIBDÓ,2,MUJER,2019,1,3
1118,1118,UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,27,CHOCÓ,27001,QUIBDÓ,19483,LICENCIATURA EN INGLES Y FRANCES,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,3,CIENCIAS DE LA EDUCACIÓN,313,EDUCACIÓN,1,EDUCACIÓN,11,EDUCACIÓN,113,FORMACIÓN PARA DOCENTES SIN ASIGNATURA DE ESPECIALIZACIÓN,27,CHOCÓ,27001,QUIBDÓ,1,HOMBRE,2019,1,1
3117,3117,INSTITUCIÓN UNIVERSITARIA ITSA,PRINCIPAL,1,OFICIAL,3,INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA,8,ATLÁNTICO,8001,BARRANQUILLA,91411,TECNICA PROFESIONAL EN MANTENIMIENTO DE SISTEMAS INFORMATICOS,1,PREGRADO,4,FORMACIÓN TÉCNICA PROFESIONAL,1,PRESENCIAL,8,"INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES",827,"INGENIERÍA DE SISTEMAS, TELEMÁTICA Y AFINES",6,TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN (TIC),61,TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN (TIC),619,TECNOLOGÍAS DE LA INFORMACIÓN  Y LA COMUNICACIÓN (TIC) NO CLASIFICADA EN OTRA PARTE,8,ATLÁNTICO,8001,BARRANQUILLA,1,HOMBRE,2019,2,13
3117,3117,INSTITUCIÓN UNIVERSITARIA ITSA,PRINCIPAL,1,OFICIAL,3,INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA,8,ATLÁNTICO,8001,BARRANQUILLA,101470,TECNOLOGÍA EN DISEÑO Y ANIMACIÓN GRÁFICA,1,PREGRADO,5,TECNOLÓGICA,1,PRESENCIAL,2,BELLAS ARTES,27,DISEÑO,2,ARTE Y HUMANIDADES,21,ARTES,211,TÉCNICAS AUDIOVISUALES Y PRODUCCIÓN PARA MEDIOS DE COMUNICACIÓN,8,ATLÁNTICO,8001,BARRANQUILLA,1,HOMBRE,2019,2,6
3117,3117,INSTITUCIÓN UNIVERSITARIA ITSA,PRINCIPAL,1,OFICIAL,3,INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA,8,ATLÁNTICO,8001,BARRANQUILLA,91412,TECNOLOGIA EN GESTION DE SISTEMAS INFORMATICOS,1,PREGRADO,5,TECNOLÓGICA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,6,TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN (TIC),61,TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN (TIC),619,TECNOLOGÍAS DE LA INFORMACIÓN  Y LA COMUNICACIÓN (TIC) NO CLASIFICADA EN OTRA PARTE,8,ATLÁNTICO,8001,BARRANQUILLA,1,HOMBRE,2019,2,6
3117,3117,INSTITUCIÓN UNIVERSITARIA ITSA,PRINCIPAL,1,OFICIAL,3,INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA,8,ATLÁNTICO,8001,BARRANQUILLA,102575,TECNOLOGÍA EN GESTIÓN DE SISTEMAS INTEGRADOS,1,PREGRADO,5,TECNOLÓGICA,1,PRESENCIAL,8,"INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES",830,INGENIERÍA INDUSTRIAL Y AFINES,7,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",78,"PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",788,"PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",8,ATLÁNTICO,8001,BARRANQUILLA,1,HOMBRE,2019,2,1
3117,3117,INSTITUCIÓN UNIVERSITARIA ITSA,PRINCIPAL,1,OFICIAL,3,INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA,8,ATLÁNTICO,8001,BARRANQUILLA,102572,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,419,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN NO CLASIFICADOS EN OTRA PARTE,8,ATLÁNTICO,8001,BARRANQUILLA,2,MUJER,2019,2,3
1204,1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,68,SANTANDER,68001,BUCARAMANGA,691,MEDICINA,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,4,CIENCIAS DE LA SALUD,445,MEDICINA,9,SALUD Y BIENESTAR,91,SALUD,912,MEDICINA,68,SANTANDER,68001,BUCARAMANGA,2,MUJER,2019,2,50
1204,1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,68,SANTANDER,68001,BUCARAMANGA,701,INGENIERIA MECANICA,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,8,"INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES",831,INGENIERÍA MECÁNICA Y AFINES,7,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",71,INGENIERÍA Y PROFESIONES AFINES,715,MECÁNICA Y PROFESIONES AFINES A LA METALISTERÍA,68,SANTANDER,68001,BUCARAMANGA,1,HOMBRE,2019,2,98
1204,1204,UNIVERSIDAD INDUSTRIAL DE SANTANDER,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,68,SANTANDER,68001,BUCARAMANGA,2623,ECONOMIA,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",611,ECONOMÍA,3,"CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,311,ECONOMÍA,68,SANTANDER,68001,BUCARAMANGA,1,HOMBRE,2019,2,12
