CODIGO_DE_LA_INSTITUCION,IES_PADRE,INSTITUCION_DE_EDUCACION_SUPERIOR_IES,PRINCIPAL_O_SECCIONAL,ID_SECTOR_IES,SECTOR_IES,ID_CARACTER,CARACTER_IES,CODIGO_DEL_DEPARTAMENTO_IES,DEPARTAMENTO_DE_DOMICILIO_DE_LA_IES,CODIGO_DEL_MUNICIPIO,MUNICIPIO_DE_DOMICILIO_DE_LA_IES,CODIGO_SNIES_PROGRAMA,PROGRAMA_ACADEMICO,ID_NIVEL_ACADEMICO,NIVEL_ACADEMICO,ID_NIVEL_DE_FORMACION,NIVEL_DE_FORMACION,ID_METODOLOGIA,METODOLOGIA,ID_AREA,AREA_DE_CONOCIMIENTO,ID_NUCLEO,NUCLEO_BASICO_DEL_CONOCIMIENTO_NBC,ID_CINE_CAMPO_AMPLIO,DESC_CINE_CAMPO_AMPLIO,ID_CINE_CAMPO_ESPECIFICO,DESC_CINE_CAMPO_ESPECIFICO,ID_CINE_CODIGO_DETALLADO,DESC_CINE_CODIGO_DETALLADO,CODIGO_DEL_DEPARTAMENTO_PROGRAMA,DEPARTAMENTO_DE_OFERTA_DEL_PROGRAMA,CODIGO_DEL_MUNICIPIO_PROGRAMA,MUNICIPIO_DE_OFERTA_DEL_PROGRAMA,ID_SEXO,SEXO,ANO,SEMESTRE,GRADUADOS
9110,9110,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,PRINCIPAL,1,OFICIAL,2,INSTITUCIÓN TECNOLÓGICA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",91182,TECNOLOGÍA EN GESTIÓN EMPRESARIAL,1,PREGRADO,5,TECNOLÓGICA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,413,GESTIÓN Y ADMINISTRACIÓN,25,CUNDINAMARCA,25175,CHÍA,2,MUJER,2019,2,43
9110,9110,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,PRINCIPAL,1,OFICIAL,2,INSTITUCIÓN TECNOLÓGICA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",91151,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION,1,PREGRADO,5,TECNOLÓGICA,1,PRESENCIAL,8,"INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES",827,"INGENIERÍA DE SISTEMAS, TELEMÁTICA Y AFINES",6,TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN (TIC),61,TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN (TIC),613,DESARROLLO Y ANÁLISIS DE SOFTWARE Y APLICACIONES,25,CUNDINAMARCA,25175,CHÍA,1,HOMBRE,2019,2,2
9110,9110,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,PRINCIPAL,1,OFICIAL,2,INSTITUCIÓN TECNOLÓGICA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",102341,TECNOLOGÍA EN GESTIÓN DOCUMENTAL,1,PREGRADO,5,TECNOLÓGICA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,555,"BIBLIOTECOLOGÍA, OTROS DE CIENCIAS SOCIALES Y HUMANAS",3,"CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",32,PERIODISMO E INFORMACIÓN,322,"BIBLIOTECOLOGÍA, INFORMACIÓN Y ARCHIVOLOGÍA",25,CUNDINAMARCA,25175,CHÍA,2,MUJER,2019,2,18
9110,9110,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,PRINCIPAL,1,OFICIAL,2,INSTITUCIÓN TECNOLÓGICA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",91230,TECNOLOGIA EN NEGOCIACIÓN INTERNACIONAL,1,PREGRADO,5,TECNOLÓGICA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",611,ECONOMÍA,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,414,MERCADOTECNIA Y PUBLICIDAD,25,CUNDINAMARCA,25175,CHÍA,2,MUJER,2019,2,3
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",55137,MAESTRÍA EN BIOCIENCIAS Y DERECHO,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,559,DERECHO Y AFINES,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,42,DERECHO,421,DERECHO,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,2,3
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",52976,MAESTRIA EN DISEÑO URBANO,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,2,BELLAS ARTES,27,DISEÑO,7,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",73,ARQUITECTURA Y CONSTRUCCIÓN,731,ARQUITECTURA Y URBANISMO,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,2,3
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2603,MAESTRIA EN CIENCIAS - BIOQUIMICA,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,4,CIENCIAS DE LA SALUD,445,MEDICINA,5,"CIENCIAS NATURALES, MATEMÁTICAS Y ESTADÍSTICA",58,"PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A CIENCIAS NATURALES, MATEMÁTICAS Y ESTADÍSTICA",588,"PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A CIENCIAS NATURALES, MATEMÁTICAS Y ESTADÍSTICA",11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,2,4
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",17,DERECHO,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,559,DERECHO Y AFINES,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,42,DERECHO,421,DERECHO,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,2,33
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",17906,MAESTRÍA EN ADMINISTRACIÓN,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,413,GESTIÓN Y ADMINISTRACIÓN,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,2,14
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",52978,MAESTRÍA EN EDUCACIÓN,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,3,CIENCIAS DE LA EDUCACIÓN,313,EDUCACIÓN,1,EDUCACIÓN,11,EDUCACIÓN,111,CIENCIAS DE LA EDUCACIÓN,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,2,7
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",104,MAESTRIA EN CIENCIAS - ESTADISTICA,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,9,MATEMÁTICAS Y CIENCIAS NATURALES,937,"MATEMÁTICAS, ESTADÍSTICA Y AFINES",5,"CIENCIAS NATURALES, MATEMÁTICAS Y ESTADÍSTICA",54,MATEMÁTICAS Y ESTADÍSTICA,542,ESTADÍSTICA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,2,6
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",70,ESPECIALIZACION EN DERECHO ADMINISTRATIVO,2,POSGRADO,1,ESPECIALIZACIÓN UNIVERSITARIA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,559,DERECHO Y AFINES,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,42,DERECHO,421,DERECHO,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,2,20
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",20,FILOSOFIA,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,568,"FILOSOFÍA, TEOLOGÍA Y AFINES",2,ARTE Y HUMANIDADES,22,HUMANIDADES (EXCEPTO IDIOMAS),223,FILOSOFÍA Y ÉTICA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,2,23
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",55027,ESPECIALIZACION EN SALUD OCUPACIONAL,2,POSGRADO,1,ESPECIALIZACIÓN UNIVERSITARIA,1,PRESENCIAL,4,CIENCIAS DE LA SALUD,450,SALUD PÚBLICA,9,SALUD Y BIENESTAR,91,SALUD,913,ENFERMERÍA Y PARTERÍA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,2,8
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",13,ANTROPOLOGIA,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,553,ANTROPOLOGÍA Y  ARTES LIBERALES,2,ARTE Y HUMANIDADES,22,HUMANIDADES (EXCEPTO IDIOMAS),222,HISTORIA Y ARQUEOLOGÍA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,2,37
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",90,MAESTRIA EN SOCIOLOGIA,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,569,"SOCIOLOGÍA, TRABAJO SOCIAL Y AFINES",3,"CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,314,"SOCIOLOGÍA, ANTROPOLOGÍA Y ESTUDIOS CULTURALES",11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,2,5
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",102866,MAESTRÍA EN ACTUARÍA Y FINANZAS,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,9,MATEMÁTICAS Y CIENCIAS NATURALES,937,"MATEMÁTICAS, ESTADÍSTICA Y AFINES",5,"CIENCIAS NATURALES, MATEMÁTICAS Y ESTADÍSTICA",58,"PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A CIENCIAS NATURALES, MATEMÁTICAS Y ESTADÍSTICA",588,"PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A CIENCIAS NATURALES, MATEMÁTICAS Y ESTADÍSTICA",11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,2,4
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2603,MAESTRIA EN CIENCIAS - BIOQUIMICA,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,4,CIENCIAS DE LA SALUD,445,MEDICINA,5,"CIENCIAS NATURALES, MATEMÁTICAS Y ESTADÍSTICA",58,"PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A CIENCIAS NATURALES, MATEMÁTICAS Y ESTADÍSTICA",588,"PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A CIENCIAS NATURALES, MATEMÁTICAS Y ESTADÍSTICA",11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,2,6
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",53271,MAESTRIA EN TRABAJO SOCIAL,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,569,"SOCIOLOGÍA, TRABAJO SOCIAL Y AFINES",3,"CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,315,TRABAJO SOCIAL,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,2,5
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",52734,MAESTRIA EN DIRECCION SINFONICA,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,2,BELLAS ARTES,28,MÚSICA,2,ARTE Y HUMANIDADES,21,ARTES,215,MÚSICA Y ARTES ESCÉNICAS,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,2,2
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",16884,MAESTRÍA EN CIENCIAS AGRARIAS,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,1,"AGRONOMÍA, VETERINARIA Y AFINES",11,AGRONOMÍA,8,"AGROPECUARIO, SILVICULTURA, PESCA Y VETERINARIA",81,AGROPECUARIO,811,PRODUCCIÓN AGRÍCOLA Y GANADERA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,2,3
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",3102,FONOAUDIOLOGIA,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,4,CIENCIAS DE LA SALUD,442,TERAPIAS,9,SALUD Y BIENESTAR,91,SALUD,915,"FISIOTERAPIA, FONOAUDIOLOGÍA, TERAPIA OCUPACIONAL, NUTRICIÓN Y AFINES",11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,2,6
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",19908,MAESTRIA EN ESTUDIOS POLITICOS,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,556,"CIENCIA POLÍTICA, RELACIONES INTERNACIONALES",3,"CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,312,CIENCIAS POLÍTICAS Y EDUCACIÓN CÍVICA,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,2,2
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",55186,DOCTORADO EN ANTROPOLOGIA,2,POSGRADO,3,DOCTORADO,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,553,ANTROPOLOGÍA Y  ARTES LIBERALES,3,"CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,314,"SOCIOLOGÍA, ANTROPOLOGÍA Y ESTUDIOS CULTURALES",11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,2,1
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",4710,ESPECIALIZACION EN GERENCIA EN SALUD OCUPACIONAL,2,POSGRADO,1,ESPECIALIZACIÓN UNIVERSITARIA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,419,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN NO CLASIFICADOS EN OTRA PARTE,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,2,53
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1716,TECNOLOGIA EN ASISTENCIA GERENCIAL,1,PREGRADO,5,TECNOLÓGICA,2,DISTANCIA (TRADICIONAL),6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,413,GESTIÓN Y ADMINISTRACIÓN,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,2,9
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",3728,ADMINISTRACION DE EMPRESAS COMERCIALES,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,413,GESTIÓN Y ADMINISTRACIÓN,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,2,51
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",5110,DERECHO,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,5,CIENCIAS SOCIALES Y HUMANAS,559,DERECHO Y AFINES,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,42,DERECHO,421,DERECHO,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,1,14
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",53792,TURISMO,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,3,"CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",38,"PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",388,"PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,1,7
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",54006,DISEÑO DIGITAL Y MULTIMEDIA,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,2,BELLAS ARTES,27,DISEÑO,2,ARTE Y HUMANIDADES,21,ARTES,211,TÉCNICAS AUDIOVISUALES Y PRODUCCIÓN PARA MEDIOS DE COMUNICACIÓN,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2,MUJER,2019,1,6
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,PRINCIPAL,1,OFICIAL,4,UNIVERSIDAD,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",53792,TURISMO,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,3,"CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",38,"PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",388,"PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN",11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1,HOMBRE,2019,1,3
1832,1832,UNIVERSIDAD TECNOLOGICA DE BOLIVAR,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,54942,MAESTRÍA EN ADMINISTRACIÓN,2,POSGRADO,2,MAESTRÍA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,413,GESTIÓN Y ADMINISTRACIÓN,13,BOLÍVAR,13001,CARTAGENA DE INDIA,1,HOMBRE,2019,2,6
1832,1832,UNIVERSIDAD TECNOLOGICA DE BOLIVAR,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,103911,CONTADURÍA PÚBLICA,1,PREGRADO,6,UNIVERSITARIA,3,DISTANCIA (VIRTUAL),6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",612,CONTADURÍA PÚBLICA,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,411,CONTABILIDAD E IMPUESTOS,13,BOLÍVAR,13001,CARTAGENA DE INDIA,1,HOMBRE,2019,2,4
1832,1832,UNIVERSIDAD TECNOLOGICA DE BOLIVAR,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,20210,CONTADURIA PUBLICA,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",612,CONTADURÍA PÚBLICA,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,411,CONTABILIDAD E IMPUESTOS,13,BOLÍVAR,13001,CARTAGENA DE INDIA,1,HOMBRE,2019,2,7
1832,1832,UNIVERSIDAD TECNOLOGICA DE BOLIVAR,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,20244,ESPECIALIZACION EN LOGISTICA DEL TRANSPORTE INTERNACIONAL DE MERCANCIAS,2,POSGRADO,1,ESPECIALIZACIÓN UNIVERSITARIA,1,PRESENCIAL,8,"INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES",830,INGENIERÍA INDUSTRIAL Y AFINES,7,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",71,INGENIERÍA Y PROFESIONES AFINES,719,INGENIERÍA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,13,BOLÍVAR,13001,CARTAGENA DE INDIA,2,MUJER,2019,2,9
1832,1832,UNIVERSIDAD TECNOLOGICA DE BOLIVAR,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,20212,INGENIERIA ELECTRONICA,1,PREGRADO,6,UNIVERSITARIA,1,PRESENCIAL,8,"INGENIERÍA, ARQUITECTURA, URBANISMO Y AFINES",829,"INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES",7,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",71,INGENIERÍA Y PROFESIONES AFINES,714,ELECTRÓNICA Y AUTOMATIZACIÓN,13,BOLÍVAR,13001,CARTAGENA DE INDIA,1,HOMBRE,2019,2,5
1832,1832,UNIVERSIDAD TECNOLOGICA DE BOLIVAR,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,20204,ESPECIALIZACION EN GERENCIA EMPRESARIAL,2,POSGRADO,1,ESPECIALIZACIÓN UNIVERSITARIA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,413,GESTIÓN Y ADMINISTRACIÓN,13,BOLÍVAR,13001,CARTAGENA DE INDIA,2,MUJER,2019,2,13
1832,1832,UNIVERSIDAD TECNOLOGICA DE BOLIVAR,PRINCIPAL,2,PRIVADA,4,UNIVERSIDAD,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,105972,ESPECIALIZACIÓN EN PLANEACIÓN ESTRATÉGICA Y PROSPECTIVA,2,POSGRADO,1,ESPECIALIZACIÓN UNIVERSITARIA,1,PRESENCIAL,6,"ECONOMÍA, ADMINISTRACIÓN, CONTADURÍA Y AFINES",69,ADMINISTRACIÓN,4,ADMINISTRACIÓN DE EMPRESAS Y DERECHO,41,EDUCACIÓN COMERCIAL Y ADMINISTRACIÓN,413,GESTIÓN Y ADMINISTRACIÓN,13,BOLÍVAR,13001,CARTAGENA DE INDIA,2,MUJER,2019,2,5
