CODIGO_DE_LA_INSTITUCION,IES_PADRE,INSTITUCION_DE_EDUCACION_SUPERIOR_IES,PRINCIPAL_O_SECCIONAL,ID_SECTOR_IES,SECTOR_IES,ID_CARACTER,CARACTER_IES,CODIGO_DEL_DEPARTAMENTO_IES,DEPARTAMENTO_DE_DOMICILIO_DE_LA_IES,CODIGO_DEL_MUNICIPIO_IES,MUNICIPIO_DE_DOMICILIO_DE_LA_IES,CODIGO_SNIES_PROGRAMA,PROGRAMA_ACADEMICO,ID_NIVEL_ACADEMICO,NIVEL_ACADEMICO,ID_NIVEL_DE_FORMACION,NIVEL_DE_FORMACION,ID_METODOLOGIA,METODOLOGIA,ID_AREA,AREA_DE_CONOCIMIENTO,ID_NUCLEO,NUCLEO_BASICO_DEL_CONOCIMIENTO_NBC,ID_CINE_CAMPO_AMPLIO_DESC,CINE_CAMPO_AMPLIO,ID_CINE_CAMPO_ESPECIFICO,DESC_CINE_CAMPO_ESPECIFICO,ID_CINE_CODIGO_DETALLADO,DESC_CINE_CODIGO_DETALLADO,CODIGO_DEL_DEPARTAMENTO_PROGRAMA,DEPARTAMENTO_DE_OFERTA_DEL_PROGRAMA,CODIGO_DEL_MUNICIPIO_PROGRAMA,MUNICIPIO_DE_OFERTA_DEL_PROGRAMA,ID_SEXO,SEXO,ANO,SEMESTRE,GRADUADOS
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",9,MEDICINA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,445,Medicina,9,Salud y Bienestar,91,Salud,912,Medicina,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,118
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",9,MEDICINA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,445,Medicina,9,Salud y Bienestar,91,Salud,912,Medicina,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,9
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",9,MEDICINA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,445,Medicina,9,Salud y Bienestar,91,Salud,912,Medicina,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,63
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",9,MEDICINA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,445,Medicina,9,Salud y Bienestar,91,Salud,912,Medicina,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,2
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",10,NUTRICION Y DIETETICA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,446,Nutrición y dietética,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,1
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",10,NUTRICION Y DIETETICA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,446,Nutrición y dietética,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,6
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",10,NUTRICION Y DIETETICA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,446,Nutrición y dietética,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,32
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",10,NUTRICION Y DIETETICA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,446,Nutrición y dietética,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,20
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",11,ODONTOLOGIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,447,Odontología,9,Salud y Bienestar,91,Salud,911,Odontología y estudios dentales,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,11
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",11,ODONTOLOGIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,447,Odontología,9,Salud y Bienestar,91,Salud,911,Odontología y estudios dentales,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,3
