CODIGO_DE_LA_INSTITUCION,IES_PADRE,INSTITUCION_DE_EDUCACION_SUPERIOR_IES,PRINCIPAL_O_SECCIONAL,ID_SECTOR_IES,SECTOR_IES,IES_ACREDITADA,ID_CARACTER,CARACTER_IES,CODIGO_DEL_DEPARTAMENTO_IES,DEPARTAMENTO_DE_DOMICILIO_DE_LA_IES,CODIGO_DEL_MUNICIPIO_IES,MUNICIPIO_DE_DOMICILIO_DE_LA_IES,CODIGO_SNIES_PROGRAMA,PROGRAMA_ACADEMICO,PROGRAMA_ACREDITADO,ID_NIVEL_ACADEMICO,NIVEL_ACADEMICO,ID_NIVEL_DE_FORMACION,NIVEL_DE_FORMACION,ID_METODOLOGIA,METODOLOGIA,ID_AREA_DE_CONOCIMIENTO,AREA_DE_CONOCIMIENTO,ID_NUCLEO,NUCLEO_BASICO_DEL_CONOCIMIENTO_NBC,ID_CINE_CAMPO_AMPLIO,DESC_CINE_CAMPO_AMPLIO,ID_CINE_CAMPO_ESPECIFICO,DESC_CINE_CAMPO_ESPECIFICO,ID_CINE_CODIGO_DETALLADO,DESC_CINE_CODIGO_DETALLADO,CODIGO_DEL_DEPARTAMENTO_PROGRAMA,DEPARTAMENTO_DE_OFERTA_DEL_PROGRAMA,CODIGO_DEL_MUNICIPIO_PROGRAMA,MUNICIPIO_DE_OFERTA_DEL_PROGRAMA,ID_SEXO,SEXO,ANO,SEMESTRE,GRADUADOS
1120,1120,UNIVERSIDAD POPULAR DEL CESAR,Principal,1,OFICIAL,N,4,Universidad,20,Cesar,20001,Valledupar,108286,ESPECIALIZACIÓN EN GESTIÓN HUMANA Y DESARROLLO ORGANIZACIONAL,N,2,POSGRADO,1,Especialización universitaria,1,Presencial,6,"Economía, administración, contaduría y afines",611,Economía,10,Servicios,101,Servicios personales,1015,"Viajes, turismo y actividades recreativas",20,Cesar,20001,Valledupar,1,Hombre,2021,2,7
1120,1120,UNIVERSIDAD POPULAR DEL CESAR,Principal,1,OFICIAL,N,4,Universidad,20,Cesar,20001,Valledupar,108286,ESPECIALIZACIÓN EN GESTIÓN HUMANA Y DESARROLLO ORGANIZACIONAL,N,2,POSGRADO,1,Especialización universitaria,1,Presencial,6,"Economía, administración, contaduría y afines",611,Economía,10,Servicios,101,Servicios personales,1015,"Viajes, turismo y actividades recreativas",20,Cesar,20001,Valledupar,2,Mujer,2021,2,19
1120,1120,UNIVERSIDAD POPULAR DEL CESAR,Principal,1,OFICIAL,N,4,Universidad,20,Cesar,20001,Valledupar,108287,ESPECIALIZACIÓN EN INGENIERÍA DE SOFTWARE,N,2,POSGRADO,1,Especialización universitaria,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",827,"Ingeniería de sistemas, telemática y afines",6,Tecnologías de la Información y la Comunicación (TIC),61,Tecnologías de la Información y la Comunicación (TIC),613,Desarrollo y análisis de software y aplicaciones,20,Cesar,20001,Valledupar,1,Hombre,2021,2,17
1120,1120,UNIVERSIDAD POPULAR DEL CESAR,Principal,1,OFICIAL,N,4,Universidad,20,Cesar,20001,Valledupar,108287,ESPECIALIZACIÓN EN INGENIERÍA DE SOFTWARE,N,2,POSGRADO,1,Especialización universitaria,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",827,"Ingeniería de sistemas, telemática y afines",6,Tecnologías de la Información y la Comunicación (TIC),61,Tecnologías de la Información y la Comunicación (TIC),613,Desarrollo y análisis de software y aplicaciones,20,Cesar,20001,Valledupar,2,Mujer,2021,2,1
1120,1120,UNIVERSIDAD POPULAR DEL CESAR,Principal,1,OFICIAL,N,4,Universidad,20,Cesar,20001,Valledupar,108288,ESPECIALIZACIÓN EN CALIDAD Y PRODUCCIÓN EN LA INDUSTRIA ALIMENTARIA,N,2,POSGRADO,1,Especialización universitaria,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",823,"Ingeniería agroindustrial, alimentos y afines",7,"Ingeniería, Industria y Construcción",72,Industria y procesamiento,721,Procesamiento de alimentos,20,Cesar,20001,Valledupar,1,Hombre,2021,2,3
1120,1120,UNIVERSIDAD POPULAR DEL CESAR,Principal,1,OFICIAL,N,4,Universidad,20,Cesar,20001,Valledupar,108288,ESPECIALIZACIÓN EN CALIDAD Y PRODUCCIÓN EN LA INDUSTRIA ALIMENTARIA,N,2,POSGRADO,1,Especialización universitaria,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",823,"Ingeniería agroindustrial, alimentos y afines",7,"Ingeniería, Industria y Construcción",72,Industria y procesamiento,721,Procesamiento de alimentos,20,Cesar,20001,Valledupar,2,Mujer,2021,2,11
1120,1120,UNIVERSIDAD POPULAR DEL CESAR,Principal,1,OFICIAL,N,4,Universidad,20,Cesar,20001,Valledupar,108291,ESPECIALIZACIÓN EN GOBIERNO Y ESTUDIOS POLÍTICOS,N,2,POSGRADO,1,Especialización universitaria,1,Presencial,5,Ciencias sociales y humanas,556,"Ciencia política, relaciones internacionales",3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,312,Ciencias políticas y educación cívica,20,Cesar,20001,Valledupar,1,Hombre,2021,2,5
1120,1120,UNIVERSIDAD POPULAR DEL CESAR,Principal,1,OFICIAL,N,4,Universidad,20,Cesar,20001,Valledupar,108291,ESPECIALIZACIÓN EN GOBIERNO Y ESTUDIOS POLÍTICOS,N,2,POSGRADO,1,Especialización universitaria,1,Presencial,5,Ciencias sociales y humanas,556,"Ciencia política, relaciones internacionales",3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,312,Ciencias políticas y educación cívica,20,Cesar,20001,Valledupar,2,Mujer,2021,2,4
1120,1120,UNIVERSIDAD POPULAR DEL CESAR,Principal,1,OFICIAL,N,4,Universidad,20,Cesar,20001,Valledupar,108292,ESPECIALIZACIÓN EN DERECHO PÚBLICO,N,2,POSGRADO,1,Especialización universitaria,1,Presencial,5,Ciencias sociales y humanas,559,Derecho y afines,4,Administración de Empresas y Derecho,42,Derecho,421,Derecho,20,Cesar,20001,Valledupar,1,Hombre,2021,2,17
1120,1120,UNIVERSIDAD POPULAR DEL CESAR,Principal,1,OFICIAL,N,4,Universidad,20,Cesar,20001,Valledupar,108292,ESPECIALIZACIÓN EN DERECHO PÚBLICO,N,2,POSGRADO,1,Especialización universitaria,1,Presencial,5,Ciencias sociales y humanas,559,Derecho y afines,4,Administración de Empresas y Derecho,42,Derecho,421,Derecho,20,Cesar,20001,Valledupar,2,Mujer,2021,2,15
1120,1120,UNIVERSIDAD POPULAR DEL CESAR,Principal,1,OFICIAL,N,4,Universidad,20,Cesar,20001,Valledupar,108320,ESPECIALIZACIÓN EN TIC PARA EL DISEÑO DE ESTRATEGIAS DIDÁCTICAS EN EDUCACIÓN,N,2,POSGRADO,1,Especialización universitaria,2,A distancia,3,Ciencias de la educación,313,Educación,1,Educación,11,Educación,111,Ciencias de la educación,20,Cesar,20001,Valledupar,1,Hombre,2021,2,24
1120,1120,UNIVERSIDAD POPULAR DEL CESAR,Principal,1,OFICIAL,N,4,Universidad,20,Cesar,20001,Valledupar,108320,ESPECIALIZACIÓN EN TIC PARA EL DISEÑO DE ESTRATEGIAS DIDÁCTICAS EN EDUCACIÓN,N,2,POSGRADO,1,Especialización universitaria,2,A distancia,3,Ciencias de la educación,313,Educación,1,Educación,11,Educación,111,Ciencias de la educación,20,Cesar,20001,Valledupar,2,Mujer,2021,2,26
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1715,TECNOLOGIA EN ASISTENCIA GERENCIAL,N,1,PREGRADO,5,Tecnológico,1,Presencial,6,"Economía, administración, contaduría y afines",69,Administración,4,Administración de Empresas y Derecho,41,Educación comercial y administración,413,Gestión y administración,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,1,6
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1715,TECNOLOGIA EN ASISTENCIA GERENCIAL,N,1,PREGRADO,5,Tecnológico,1,Presencial,6,"Economía, administración, contaduría y afines",69,Administración,4,Administración de Empresas y Derecho,41,Educación comercial y administración,413,Gestión y administración,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,2,4
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1715,TECNOLOGIA EN ASISTENCIA GERENCIAL,N,1,PREGRADO,5,Tecnológico,1,Presencial,6,"Economía, administración, contaduría y afines",69,Administración,4,Administración de Empresas y Derecho,41,Educación comercial y administración,413,Gestión y administración,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,1,32
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1715,TECNOLOGIA EN ASISTENCIA GERENCIAL,N,1,PREGRADO,5,Tecnológico,1,Presencial,6,"Economía, administración, contaduría y afines",69,Administración,4,Administración de Empresas y Derecho,41,Educación comercial y administración,413,Gestión y administración,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,2,8
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1715,TECNOLOGIA EN ASISTENCIA GERENCIAL,N,1,PREGRADO,5,Tecnológico,1,Presencial,6,"Economía, administración, contaduría y afines",69,Administración,4,Administración de Empresas y Derecho,41,Educación comercial y administración,413,Gestión y administración,25,Cundinamarca,25286,Funza,1,Hombre,2021,2,3
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1715,TECNOLOGIA EN ASISTENCIA GERENCIAL,N,1,PREGRADO,5,Tecnológico,1,Presencial,6,"Economía, administración, contaduría y afines",69,Administración,4,Administración de Empresas y Derecho,41,Educación comercial y administración,413,Gestión y administración,25,Cundinamarca,25286,Funza,2,Mujer,2021,2,10
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1716,TECNOLOGIA EN ASISTENCIA GERENCIAL,N,1,PREGRADO,5,Tecnológico,2,A distancia,6,"Economía, administración, contaduría y afines",69,Administración,4,Administración de Empresas y Derecho,41,Educación comercial y administración,413,Gestión y administración,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,1,7
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1716,TECNOLOGIA EN ASISTENCIA GERENCIAL,N,1,PREGRADO,5,Tecnológico,2,A distancia,6,"Economía, administración, contaduría y afines",69,Administración,4,Administración de Empresas y Derecho,41,Educación comercial y administración,413,Gestión y administración,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,2,6
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1716,TECNOLOGIA EN ASISTENCIA GERENCIAL,N,1,PREGRADO,5,Tecnológico,2,A distancia,6,"Economía, administración, contaduría y afines",69,Administración,4,Administración de Empresas y Derecho,41,Educación comercial y administración,413,Gestión y administración,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,1,18
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1716,TECNOLOGIA EN ASISTENCIA GERENCIAL,N,1,PREGRADO,5,Tecnológico,2,A distancia,6,"Economía, administración, contaduría y afines",69,Administración,4,Administración de Empresas y Derecho,41,Educación comercial y administración,413,Gestión y administración,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,2,11
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1717,TECNOLOGIA EN DELINEANTES DE ARQUITECTURA E INGENIERIA,S,1,PREGRADO,5,Tecnológico,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",818,Arquitectura,7,"Ingeniería, Industria y Construcción",73,Arquitectura y construcción,732,Construcción e ingeniería civil,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,1,15
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1717,TECNOLOGIA EN DELINEANTES DE ARQUITECTURA E INGENIERIA,S,1,PREGRADO,5,Tecnológico,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",818,Arquitectura,7,"Ingeniería, Industria y Construcción",73,Arquitectura y construcción,732,Construcción e ingeniería civil,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,2,17
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1717,TECNOLOGIA EN DELINEANTES DE ARQUITECTURA E INGENIERIA,S,1,PREGRADO,5,Tecnológico,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",818,Arquitectura,7,"Ingeniería, Industria y Construcción",73,Arquitectura y construcción,732,Construcción e ingeniería civil,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,1,15
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1717,TECNOLOGIA EN DELINEANTES DE ARQUITECTURA E INGENIERIA,S,1,PREGRADO,5,Tecnológico,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",818,Arquitectura,7,"Ingeniería, Industria y Construcción",73,Arquitectura y construcción,732,Construcción e ingeniería civil,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,2,17
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1718,BACTERIOLOGIA Y LABORATORIO CLINICO,S,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,440,Bacteriología,9,Salud y Bienestar,91,Salud,914,Tecnología de diagnóstico y tratamiento médico,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,1,6
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1718,BACTERIOLOGIA Y LABORATORIO CLINICO,S,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,440,Bacteriología,9,Salud y Bienestar,91,Salud,914,Tecnología de diagnóstico y tratamiento médico,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,2,11
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1718,BACTERIOLOGIA Y LABORATORIO CLINICO,S,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,440,Bacteriología,9,Salud y Bienestar,91,Salud,914,Tecnología de diagnóstico y tratamiento médico,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,1,50
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1718,BACTERIOLOGIA Y LABORATORIO CLINICO,S,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,440,Bacteriología,9,Salud y Bienestar,91,Salud,914,Tecnología de diagnóstico y tratamiento médico,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,2,40
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1719,TRABAJO SOCIAL,S,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,569,"Sociología, trabajo social y afines",3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,315,Trabajo social,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,1,6
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1719,TRABAJO SOCIAL,S,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,569,"Sociología, trabajo social y afines",3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,315,Trabajo social,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,2,12
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1719,TRABAJO SOCIAL,S,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,569,"Sociología, trabajo social y afines",3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,315,Trabajo social,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,1,54
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1719,TRABAJO SOCIAL,S,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,569,"Sociología, trabajo social y afines",3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,315,Trabajo social,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,2,47
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",3728,ADMINISTRACION DE EMPRESAS COMERCIALES,N,1,PREGRADO,6,Universitario,1,Presencial,6,"Economía, administración, contaduría y afines",69,Administración,4,Administración de Empresas y Derecho,41,Educación comercial y administración,413,Gestión y administración,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,1,27
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",3728,ADMINISTRACION DE EMPRESAS COMERCIALES,N,1,PREGRADO,6,Universitario,1,Presencial,6,"Economía, administración, contaduría y afines",69,Administración,4,Administración de Empresas y Derecho,41,Educación comercial y administración,413,Gestión y administración,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,2,43
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",3728,ADMINISTRACION DE EMPRESAS COMERCIALES,N,1,PREGRADO,6,Universitario,1,Presencial,6,"Economía, administración, contaduría y afines",69,Administración,4,Administración de Empresas y Derecho,41,Educación comercial y administración,413,Gestión y administración,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,1,47
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",3728,ADMINISTRACION DE EMPRESAS COMERCIALES,N,1,PREGRADO,6,Universitario,1,Presencial,6,"Economía, administración, contaduría y afines",69,Administración,4,Administración de Empresas y Derecho,41,Educación comercial y administración,413,Gestión y administración,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,2,61
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",4770,CONSTRUCCIÓN Y GESTIÓN EN ARQUITECTURA,N,1,PREGRADO,6,Universitario,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",818,Arquitectura,7,"Ingeniería, Industria y Construcción",73,Arquitectura y construcción,731,Arquitectura y urbanismo,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,1,31
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",4770,CONSTRUCCIÓN Y GESTIÓN EN ARQUITECTURA,N,1,PREGRADO,6,Universitario,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",818,Arquitectura,7,"Ingeniería, Industria y Construcción",73,Arquitectura y construcción,731,Arquitectura y urbanismo,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,2,37
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",4770,CONSTRUCCIÓN Y GESTIÓN EN ARQUITECTURA,N,1,PREGRADO,6,Universitario,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",818,Arquitectura,7,"Ingeniería, Industria y Construcción",73,Arquitectura y construcción,731,Arquitectura y urbanismo,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,1,11
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",4770,CONSTRUCCIÓN Y GESTIÓN EN ARQUITECTURA,N,1,PREGRADO,6,Universitario,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",818,Arquitectura,7,"Ingeniería, Industria y Construcción",73,Arquitectura y construcción,731,Arquitectura y urbanismo,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,2,11
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",5110,DERECHO,N,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,559,Derecho y afines,4,Administración de Empresas y Derecho,42,Derecho,421,Derecho,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,1,4
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",5110,DERECHO,N,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,559,Derecho y afines,4,Administración de Empresas y Derecho,42,Derecho,421,Derecho,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,2,13
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",5110,DERECHO,N,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,559,Derecho y afines,4,Administración de Empresas y Derecho,42,Derecho,421,Derecho,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,1,11
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",5110,DERECHO,N,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,559,Derecho y afines,4,Administración de Empresas y Derecho,42,Derecho,421,Derecho,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,2,15
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",7740,ESPECIALIZACION EN PROMOCION EN SALUD Y DESARROLLO HUMANO,N,2,POSGRADO,1,Especialización universitaria,1,Presencial,5,Ciencias sociales y humanas,569,"Sociología, trabajo social y afines",3,"Ciencias Sociales, Periodismo e Información",38,"Programas y certificaciones interdisciplinarios relativos a ciencias sociales, periodismo e información",388,"Programas y certificaciones interdisciplinarios relativos a ciencias sociales, periodismo e información",11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,1,1
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",15987,TECNOLOGIA EN ADMINISTRACION Y EJECUCION DE CONSTRUCCIONES,S,1,PREGRADO,5,Tecnológico,1,Presencial,6,"Economía, administración, contaduría y afines",69,Administración,7,"Ingeniería, Industria y Construcción",73,Arquitectura y construcción,732,Construcción e ingeniería civil,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,1,16
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",15987,TECNOLOGIA EN ADMINISTRACION Y EJECUCION DE CONSTRUCCIONES,S,1,PREGRADO,5,Tecnológico,1,Presencial,6,"Economía, administración, contaduría y afines",69,Administración,7,"Ingeniería, Industria y Construcción",73,Arquitectura y construcción,732,Construcción e ingeniería civil,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",1,Hombre,2021,2,18
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",15987,TECNOLOGIA EN ADMINISTRACION Y EJECUCION DE CONSTRUCCIONES,S,1,PREGRADO,5,Tecnológico,1,Presencial,6,"Economía, administración, contaduría y afines",69,Administración,7,"Ingeniería, Industria y Construcción",73,Arquitectura y construcción,732,Construcción e ingeniería civil,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,1,10
1121,1121,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA,Principal,1,OFICIAL,N,4,Universidad,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",15987,TECNOLOGIA EN ADMINISTRACION Y EJECUCION DE CONSTRUCCIONES,S,1,PREGRADO,5,Tecnológico,1,Presencial,6,"Economía, administración, contaduría y afines",69,Administración,7,"Ingeniería, Industria y Construcción",73,Arquitectura y construcción,732,Construcción e ingeniería civil,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2,Mujer,2021,2,10
